Anno;Codice regione;Regione;Codice ASL;ASL;SERD;Categoria Sostanza;Utenti
2023;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S05                    ;OPPIACEI;71
2023;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S06                    ;OPPIACEI;28
2023;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S01                    ;OPPIACEI;120
2023;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S02                    ;OPPIACEI;50
2023;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S03                    ;OPPIACEI;293
2023;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S04                    ;OPPIACEI;83
2023;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S05                    ;OPPIACEI;30
2023;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S06                    ;OPPIACEI;81
2023;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S07                    ;OPPIACEI;60
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;C09                    ;OPPIACEI;26
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S01                    ;OPPIACEI;102
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S02                    ;OPPIACEI;48
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S03                    ;OPPIACEI;142
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S04                    ;OPPIACEI;66
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S05                    ;OPPIACEI;99
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S06                    ;OPPIACEI;83
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S07                    ;OPPIACEI;270
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S08                    ;OPPIACEI;312
2023;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S09                    ;OPPIACEI;205
2023;080;EMILIA ROMAGNA;106;AZIENDA USL IMOLA;S01                    ;OPPIACEI;124
2023;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S01                    ;OPPIACEI;250
2023;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S02                    ;OPPIACEI;44
2023;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S03                    ;OPPIACEI;69
2023;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S04                    ;OPPIACEI;49
2023;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S05                    ;OPPIACEI;73
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S01                    ;OPPIACEI;240
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S02                    ;OPPIACEI;105
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S03                    ;OPPIACEI;142
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S05                    ;OPPIACEI;242
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S06                    ;OPPIACEI;285
2023;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S07                    ;OPPIACEI;442
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S21                    ;OPPIACEI;108
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S22                    ;OPPIACEI;120
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S23                    ;OPPIACEI;108
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S26                    ;OPPIACEI;311
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S27                    ;OPPIACEI;188
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S28                    ;OPPIACEI;245
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S29                    ;OPPIACEI;121
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S30                    ;OPPIACEI;76
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S31                    ;OPPIACEI;146
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S32                    ;OPPIACEI;226
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S33                    ;OPPIACEI;235
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S34                    ;OPPIACEI;381
2023;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S35                    ;OPPIACEI;193
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S41                    ;OPPIACEI;466
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S42                    ;OPPIACEI;60
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S43                    ;OPPIACEI;343
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S44                    ;OPPIACEI;82
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S45                    ;OPPIACEI;677
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S46                    ;OPPIACEI;175
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S47                    ;OPPIACEI;51
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S48                    ;OPPIACEI;108
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S49                    ;OPPIACEI;611
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S50                    ;OPPIACEI;70
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S51                    ;OPPIACEI;33
2023;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S52                    ;OPPIACEI;344
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S61                    ;OPPIACEI;48
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S62                    ;OPPIACEI;146
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S63                    ;OPPIACEI;127
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S64                    ;OPPIACEI;78
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S65                    ;OPPIACEI;380
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S66                    ;OPPIACEI;64
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S67                    ;OPPIACEI;211
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S68                    ;OPPIACEI;95
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S69                    ;OPPIACEI;76
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S70                    ;OPPIACEI;367
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S71                    ;OPPIACEI;117
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S72                    ;OPPIACEI;126
2023;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S73                    ;OPPIACEI;13
2023;100;UMBRIA;201;AUSL UMBRIA N. 1;S11                    ;OPPIACEI;169
2023;100;UMBRIA;201;AUSL UMBRIA N. 1;S12                    ;OPPIACEI;63
2023;100;UMBRIA;201;AUSL UMBRIA N. 1;S21                    ;OPPIACEI;581
2023;100;UMBRIA;201;AUSL UMBRIA N. 1;S22                    ;OPPIACEI;39
2023;100;UMBRIA;201;AUSL UMBRIA N. 1;S23                    ;OPPIACEI;63
2023;100;UMBRIA;201;AUSL UMBRIA N. 1;S24                    ;OPPIACEI;115
2023;100;UMBRIA;202;AUSL UMBRIA N. 2;S31                    ;OPPIACEI;292
2023;100;UMBRIA;202;AUSL UMBRIA N. 2;S32                    ;OPPIACEI;122
2023;100;UMBRIA;202;AUSL UMBRIA N. 2;S41                    ;OPPIACEI;491
2023;100;UMBRIA;202;AUSL UMBRIA N. 2;S42                    ;OPPIACEI;61
2023;100;UMBRIA;202;AUSL UMBRIA N. 2;S43                    ;OPPIACEI;39
2023;110;MARCHE;201;ASUR;S01                    ;OPPIACEI;
2023;110;MARCHE;201;ASUR;S02                    ;OPPIACEI;
2023;110;MARCHE;201;ASUR;S03                    ;OPPIACEI;
2023;110;MARCHE;201;ASUR;S04                    ;OPPIACEI;
2023;110;MARCHE;201;ASUR;S05                    ;OPPIACEI;
2023;110;MARCHE;201;ASUR;S06                    ;OPPIACEI;
2023;110;MARCHE;201;ASUR;S07                    ;OPPIACEI;
2023;110;MARCHE;201;ASUR;S08                    ;OPPIACEI;
2023;110;MARCHE;201;ASUR;S09                    ;OPPIACEI;
2023;110;MARCHE;201;ASUR;S10                    ;OPPIACEI;
2023;110;MARCHE;201;ASUR;S11                    ;OPPIACEI;
2023;110;MARCHE;201;ASUR;S12                    ;OPPIACEI;
2023;110;MARCHE;201;ASUR;S13                    ;OPPIACEI;
2023;110;MARCHE;201;ASUR;S14                    ;OPPIACEI;
2023;110;MARCHE;301;AST1 DI PESARO E URBINO;S01                    ;OPPIACEI;265
2023;110;MARCHE;301;AST1 DI PESARO E URBINO;S02                    ;OPPIACEI;110
2023;110;MARCHE;301;AST1 DI PESARO E URBINO;S03                    ;OPPIACEI;118
2023;110;MARCHE;301;AST1 DI PESARO E URBINO;S14                    ;OPPIACEI;41
2023;110;MARCHE;302;AST2 DI ANCONA;S04                    ;OPPIACEI;196
2023;110;MARCHE;302;AST2 DI ANCONA;S05                    ;OPPIACEI;212
2023;110;MARCHE;302;AST2 DI ANCONA;S06                    ;OPPIACEI;53
2023;110;MARCHE;302;AST2 DI ANCONA;S07                    ;OPPIACEI;418
2023;110;MARCHE;303;AST3 DI MACERATA;S08                    ;OPPIACEI;263
2023;110;MARCHE;303;AST3 DI MACERATA;S09                    ;OPPIACEI;324
2023;110;MARCHE;303;AST3 DI MACERATA;S10                    ;OPPIACEI;58
2023;110;MARCHE;304;AST4 DI FERMO;S11                    ;OPPIACEI;314
2023;110;MARCHE;305;AST5 DI ASCOLI PICENO;S12                    ;OPPIACEI;206
2023;110;MARCHE;305;AST5 DI ASCOLI PICENO;S13                    ;OPPIACEI;313
2023;120;LAZIO;109;VITERBO;A05                    ;OPPIACEI;58
2023;120;LAZIO;109;VITERBO;S01                    ;OPPIACEI;145
2023;120;LAZIO;109;VITERBO;S02                    ;OPPIACEI;93
2023;120;LAZIO;109;VITERBO;S04                    ;OPPIACEI;106
2023;120;LAZIO;109;VITERBO;S05                    ;OPPIACEI;200
2023;120;LAZIO;110;RIETI;A03                    ;OPPIACEI;22
2023;120;LAZIO;110;RIETI;B03                    ;OPPIACEI;48
2023;120;LAZIO;110;RIETI;S03                    ;OPPIACEI;164
2023;120;LAZIO;111;LATINA;S01                    ;OPPIACEI;63
2023;120;LAZIO;111;LATINA;S02                    ;OPPIACEI;142
2023;120;LAZIO;111;LATINA;S03                    ;OPPIACEI;99
2023;120;LAZIO;111;LATINA;S04                    ;OPPIACEI;85
2023;120;LAZIO;111;LATINA;S05                    ;OPPIACEI;157
2023;120;LAZIO;112;FROSINONE;A02                    ;OPPIACEI;37
2023;120;LAZIO;112;FROSINONE;A06                    ;OPPIACEI;58
2023;120;LAZIO;112;FROSINONE;B06                    ;OPPIACEI;84
2023;120;LAZIO;112;FROSINONE;S02                    ;OPPIACEI;246
2023;120;LAZIO;112;FROSINONE;S06                    ;OPPIACEI;111
2023;120;LAZIO;112;FROSINONE;S08                    ;OPPIACEI;191
2023;120;LAZIO;201;ROMA 1;A01                    ;OPPIACEI;1
2023;120;LAZIO;201;ROMA 1;S01                    ;OPPIACEI;249
2023;120;LAZIO;201;ROMA 1;S03                    ;OPPIACEI;179
2023;120;LAZIO;201;ROMA 1;S04                    ;OPPIACEI;256
2023;120;LAZIO;201;ROMA 1;S05                    ;OPPIACEI;272
2023;120;LAZIO;201;ROMA 1;S06                    ;OPPIACEI;1
2023;120;LAZIO;201;ROMA 1;S08                    ;OPPIACEI;191
2023;120;LAZIO;202;ROMA 2;S01                    ;OPPIACEI;411
2023;120;LAZIO;202;ROMA 2;S03                    ;OPPIACEI;132
2023;120;LAZIO;202;ROMA 2;S05                    ;OPPIACEI;223
2023;120;LAZIO;202;ROMA 2;S06                    ;OPPIACEI;147
2023;120;LAZIO;202;ROMA 2;S07                    ;OPPIACEI;113
2023;120;LAZIO;202;ROMA 2;S08                    ;OPPIACEI;388
2023;120;LAZIO;203;ROMA 3;A02                    ;OPPIACEI;1
2023;120;LAZIO;203;ROMA 3;S02                    ;OPPIACEI;195
2023;120;LAZIO;203;ROMA 3;S03                    ;OPPIACEI;319
2023;120;LAZIO;204;ROMA 4;A02                    ;OPPIACEI;39
2023;120;LAZIO;204;ROMA 4;B02                    ;OPPIACEI;
2023;120;LAZIO;204;ROMA 4;S01                    ;OPPIACEI;70
2023;120;LAZIO;204;ROMA 4;S02                    ;OPPIACEI;124
2023;120;LAZIO;204;ROMA 4;S03                    ;OPPIACEI;125
2023;120;LAZIO;205;ROMA 5;S01                    ;OPPIACEI;111
2023;120;LAZIO;205;ROMA 5;S02                    ;OPPIACEI;129
2023;120;LAZIO;205;ROMA 5;S03                    ;OPPIACEI;22
2023;120;LAZIO;205;ROMA 5;S04                    ;OPPIACEI;104
2023;120;LAZIO;205;ROMA 5;S05                    ;OPPIACEI;73
2023;120;LAZIO;206;ROMA 6;A02                    ;OPPIACEI;64
2023;120;LAZIO;206;ROMA 6;A06                    ;OPPIACEI;62
2023;120;LAZIO;206;ROMA 6;S02                    ;OPPIACEI;94
2023;120;LAZIO;206;ROMA 6;S03                    ;OPPIACEI;55
2023;120;LAZIO;206;ROMA 6;S04                    ;OPPIACEI;287
2023;120;LAZIO;206;ROMA 6;S06                    ;OPPIACEI;138
2023;130;ABRUZZO;201;AVEZZANO-SULMONA-L'AQUILA;S01                    ;OPPIACEI;125
2023;130;ABRUZZO;201;AVEZZANO-SULMONA-L'AQUILA;S02                    ;OPPIACEI;121
2023;130;ABRUZZO;201;AVEZZANO-SULMONA-L'AQUILA;S03                    ;OPPIACEI;130
2023;130;ABRUZZO;202;LANCIANO-VASTO-CHIETI;S04                    ;OPPIACEI;215
2023;130;ABRUZZO;202;LANCIANO-VASTO-CHIETI;S05                    ;OPPIACEI;233
2023;130;ABRUZZO;202;LANCIANO-VASTO-CHIETI;S06                    ;OPPIACEI;261
2023;130;ABRUZZO;203;PESCARA;S07                    ;OPPIACEI;527
2023;130;ABRUZZO;203;PESCARA;S08                    ;OPPIACEI;71
2023;130;ABRUZZO;204;TERAMO;S09                    ;OPPIACEI;339
2023;130;ABRUZZO;204;TERAMO;S10                    ;OPPIACEI;199
2023;130;ABRUZZO;204;TERAMO;S11                    ;OPPIACEI;178
2023;140;MOLISE;201;ASREM;S01                    ;OPPIACEI;211
2023;140;MOLISE;201;ASREM;S02                    ;OPPIACEI;53
2023;140;MOLISE;201;ASREM;S03                    ;OPPIACEI;234
2023;140;MOLISE;201;ASREM;S04                    ;OPPIACEI;145
2023;140;MOLISE;201;ASREM;S05                    ;OPPIACEI;12
2023;140;MOLISE;201;ASREM;S06                    ;OPPIACEI;20
2023;150;CAMPANIA;201;A.S.L. AVELLINO;S01                    ;OPPIACEI;162
2023;150;CAMPANIA;201;A.S.L. AVELLINO;S02                    ;OPPIACEI;332
2023;150;CAMPANIA;202;A.S.L. BENEVENTO;S03                    ;OPPIACEI;131
2023;150;CAMPANIA;202;A.S.L. BENEVENTO;S04                    ;OPPIACEI;82
2023;150;CAMPANIA;202;A.S.L. BENEVENTO;S05                    ;OPPIACEI;83
2023;150;CAMPANIA;203;A.S.L. CASERTA;S06                    ;OPPIACEI;226
2023;150;CAMPANIA;203;A.S.L. CASERTA;S08                    ;OPPIACEI;187
2023;150;CAMPANIA;203;A.S.L. CASERTA;S09                    ;OPPIACEI;82
2023;150;CAMPANIA;203;A.S.L. CASERTA;S10                    ;OPPIACEI;123
2023;150;CAMPANIA;203;A.S.L. CASERTA;S11                    ;OPPIACEI;337
2023;150;CAMPANIA;203;A.S.L. CASERTA;S12                    ;OPPIACEI;246
2023;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S14                    ;OPPIACEI;113
2023;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S15                    ;OPPIACEI;285
2023;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S16                    ;OPPIACEI;134
2023;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S17                    ;OPPIACEI;142
2023;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S18                    ;OPPIACEI;160
2023;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S19                    ;OPPIACEI;184
2023;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S20                    ;OPPIACEI;144
2023;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S21                    ;OPPIACEI;143
2023;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S22                    ;OPPIACEI;271
2023;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S23                    ;OPPIACEI;146
2023;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S24                    ;OPPIACEI;16
2023;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S25                    ;OPPIACEI;85
2023;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S26                    ;OPPIACEI;86
2023;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S27                    ;OPPIACEI;167
2023;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S29                    ;OPPIACEI;239
2023;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S30                    ;OPPIACEI;124
2023;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S31                    ;OPPIACEI;222
2023;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S32                    ;OPPIACEI;195
2023;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S33                    ;OPPIACEI;60
2023;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S34                    ;OPPIACEI;126
2023;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S36                    ;OPPIACEI;47
2023;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S38                    ;OPPIACEI;121
2023;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S39                    ;OPPIACEI;217
2023;150;CAMPANIA;207;A.S.L. SALERNO;S40                    ;OPPIACEI;233
2023;150;CAMPANIA;207;A.S.L. SALERNO;S41                    ;OPPIACEI;270
2023;150;CAMPANIA;207;A.S.L. SALERNO;S42                    ;OPPIACEI;305
2023;150;CAMPANIA;207;A.S.L. SALERNO;S43                    ;OPPIACEI;456
2023;150;CAMPANIA;207;A.S.L. SALERNO;S45                    ;OPPIACEI;56
2023;150;CAMPANIA;207;A.S.L. SALERNO;S46                    ;OPPIACEI;18
2023;150;CAMPANIA;207;A.S.L. SALERNO;S47                    ;OPPIACEI;161
2023;150;CAMPANIA;207;A.S.L. SALERNO;S48                    ;OPPIACEI;47
2023;160;PUGLIA;106;ASL BR;S20                    ;OPPIACEI;119
2023;160;PUGLIA;106;ASL BR;S21                    ;OPPIACEI;44
2023;160;PUGLIA;106;ASL BR;S22                    ;OPPIACEI;102
2023;160;PUGLIA;106;ASL BR;S23                    ;OPPIACEI;80
2023;160;PUGLIA;106;ASL BR;S24                    ;OPPIACEI;154
2023;160;PUGLIA;106;ASL BR;S25                    ;OPPIACEI;38
2023;160;PUGLIA;112;ASL TA;S50                    ;OPPIACEI;40
2023;160;PUGLIA;112;ASL TA;S51                    ;OPPIACEI;121
2023;160;PUGLIA;112;ASL TA;S52                    ;OPPIACEI;143
2023;160;PUGLIA;112;ASL TA;S53                    ;OPPIACEI;109
2023;160;PUGLIA;112;ASL TA;S54                    ;OPPIACEI;87
2023;160;PUGLIA;112;ASL TA;S55                    ;OPPIACEI;522
2023;160;PUGLIA;112;ASL TA;S56                    ;OPPIACEI;154
2023;160;PUGLIA;113;ASL BT;S15                    ;OPPIACEI;70
2023;160;PUGLIA;113;ASL BT;S16                    ;OPPIACEI;24
2023;160;PUGLIA;113;ASL BT;S17                    ;OPPIACEI;161
2023;160;PUGLIA;113;ASL BT;S18                    ;OPPIACEI;66
2023;160;PUGLIA;113;ASL BT;S19                    ;OPPIACEI;25
2023;160;PUGLIA;114;ASL BA;S01                    ;OPPIACEI;55
2023;160;PUGLIA;114;ASL BA;S02                    ;OPPIACEI;97
2023;160;PUGLIA;114;ASL BA;S03                    ;OPPIACEI;75
2023;160;PUGLIA;114;ASL BA;S04                    ;OPPIACEI;111
2023;160;PUGLIA;114;ASL BA;S05                    ;OPPIACEI;150
2023;160;PUGLIA;114;ASL BA;S06                    ;OPPIACEI;71
2023;160;PUGLIA;114;ASL BA;S08                    ;OPPIACEI;259
2023;160;PUGLIA;114;ASL BA;S09                    ;OPPIACEI;93
2023;160;PUGLIA;114;ASL BA;S10                    ;OPPIACEI;93
2023;160;PUGLIA;114;ASL BA;S11                    ;OPPIACEI;5
2023;160;PUGLIA;114;ASL BA;S12                    ;OPPIACEI;
2023;160;PUGLIA;114;ASL BA;S13                    ;OPPIACEI;89
2023;160;PUGLIA;114;ASL BA;S14                    ;OPPIACEI;186
2023;160;PUGLIA;114;ASL BA;S58                    ;OPPIACEI;7
2023;160;PUGLIA;115;ASL FG;S26                    ;OPPIACEI;23
2023;160;PUGLIA;115;ASL FG;S27                    ;OPPIACEI;96
2023;160;PUGLIA;115;ASL FG;S28                    ;OPPIACEI;45
2023;160;PUGLIA;115;ASL FG;S29                    ;OPPIACEI;34
2023;160;PUGLIA;115;ASL FG;S30                    ;OPPIACEI;59
2023;160;PUGLIA;115;ASL FG;S31                    ;OPPIACEI;41
2023;160;PUGLIA;115;ASL FG;S32                    ;OPPIACEI;25
2023;160;PUGLIA;115;ASL FG;S33                    ;OPPIACEI;23
2023;160;PUGLIA;115;ASL FG;S34                    ;OPPIACEI;127
2023;160;PUGLIA;115;ASL FG;S35                    ;OPPIACEI;297
2023;160;PUGLIA;115;ASL FG;S36                    ;OPPIACEI;61
2023;160;PUGLIA;116;ASL LE;S37                    ;OPPIACEI;179
2023;160;PUGLIA;116;ASL LE;S38                    ;OPPIACEI;49
2023;160;PUGLIA;116;ASL LE;S39                    ;OPPIACEI;160
2023;160;PUGLIA;116;ASL LE;S40                    ;OPPIACEI;72
2023;160;PUGLIA;116;ASL LE;S41                    ;OPPIACEI;71
2023;160;PUGLIA;116;ASL LE;S42                    ;OPPIACEI;15
2023;160;PUGLIA;116;ASL LE;S43                    ;OPPIACEI;124
2023;160;PUGLIA;116;ASL LE;S44                    ;OPPIACEI;150
2023;160;PUGLIA;116;ASL LE;S45                    ;OPPIACEI;150
2023;160;PUGLIA;116;ASL LE;S46                    ;OPPIACEI;71
2023;160;PUGLIA;116;ASL LE;S47                    ;OPPIACEI;19
2023;160;PUGLIA;116;ASL LE;S48                    ;OPPIACEI;99
2023;160;PUGLIA;116;ASL LE;S49                    ;OPPIACEI;123
2023;170;BASILICATA;201;AZIENDA SANITARIA LOCALE DI POTENZA ASP;S01                    ;OPPIACEI;74
2023;170;BASILICATA;201;AZIENDA SANITARIA LOCALE DI POTENZA ASP;S02                    ;OPPIACEI;184
2023;170;BASILICATA;201;AZIENDA SANITARIA LOCALE DI POTENZA ASP;S03                    ;OPPIACEI;111
2023;170;BASILICATA;201;AZIENDA SANITARIA LOCALE DI POTENZA ASP;S04                    ;OPPIACEI;83
2023;170;BASILICATA;202;AZIENDA SANITARIA LOCALE DI MATERA  ASM;S01                    ;OPPIACEI;333
2023;170;BASILICATA;202;AZIENDA SANITARIA LOCALE DI MATERA  ASM;S02                    ;OPPIACEI;233
2023;180;CALABRIA;201;A.S.P. COSENZA;S11                    ;OPPIACEI;401
2023;180;CALABRIA;201;A.S.P. COSENZA;S13                    ;OPPIACEI;161
2023;180;CALABRIA;201;A.S.P. COSENZA;S14                    ;OPPIACEI;101
2023;180;CALABRIA;201;A.S.P. COSENZA;S15                    ;OPPIACEI;56
2023;180;CALABRIA;201;A.S.P. COSENZA;S16                    ;OPPIACEI;127
2023;180;CALABRIA;201;A.S.P. COSENZA;S17                    ;OPPIACEI;61
2023;180;CALABRIA;201;A.S.P. COSENZA;S18                    ;OPPIACEI;153
2023;180;CALABRIA;202;A.S.P. CROTONE;S21                    ;OPPIACEI;261
2023;180;CALABRIA;203;A.S.P. CATANZARO;S31                    ;OPPIACEI;285
2023;180;CALABRIA;203;A.S.P. CATANZARO;S32                    ;OPPIACEI;133
2023;180;CALABRIA;203;A.S.P. CATANZARO;S33                    ;OPPIACEI;197
2023;180;CALABRIA;204;A.S.P. VIBO VALENTIA;S41                    ;OPPIACEI;145
2023;180;CALABRIA;204;A.S.P. VIBO VALENTIA;S42                    ;OPPIACEI;51
2023;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;S52                    ;OPPIACEI;62
2023;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;S53                    ;OPPIACEI;200
2023;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;S54                    ;OPPIACEI;46
2023;190;SICILIA;201;ASP AGRIGENTO;S01                    ;OPPIACEI;7
2023;190;SICILIA;201;ASP AGRIGENTO;S02                    ;OPPIACEI;4
2023;190;SICILIA;201;ASP AGRIGENTO;S03                    ;OPPIACEI;5
2023;190;SICILIA;201;ASP AGRIGENTO;S04                    ;OPPIACEI;3
2023;190;SICILIA;201;ASP AGRIGENTO;S05                    ;OPPIACEI;1
2023;190;SICILIA;202;ASP CALTANISSETTA;S01                    ;OPPIACEI;52
2023;190;SICILIA;202;ASP CALTANISSETTA;S02                    ;OPPIACEI;62
2023;190;SICILIA;202;ASP CALTANISSETTA;S03                    ;OPPIACEI;7
2023;190;SICILIA;202;ASP CALTANISSETTA;S04                    ;OPPIACEI;34
2023;190;SICILIA;203;ASP CATANIA;S01                    ;OPPIACEI;32
2023;190;SICILIA;203;ASP CATANIA;S02                    ;OPPIACEI;88
2023;190;SICILIA;203;ASP CATANIA;S03                    ;OPPIACEI;23
2023;190;SICILIA;203;ASP CATANIA;S04                    ;OPPIACEI;124
2023;190;SICILIA;203;ASP CATANIA;S05                    ;OPPIACEI;80
2023;190;SICILIA;203;ASP CATANIA;S06                    ;OPPIACEI;204
2023;190;SICILIA;203;ASP CATANIA;S07                    ;OPPIACEI;112
2023;190;SICILIA;203;ASP CATANIA;S08                    ;OPPIACEI;29
2023;190;SICILIA;203;ASP CATANIA;S09                    ;OPPIACEI;61
2023;190;SICILIA;204;ASP ENNA;S01                    ;OPPIACEI;49
2023;190;SICILIA;204;ASP ENNA;S02                    ;OPPIACEI;68
2023;190;SICILIA;204;ASP ENNA;S03                    ;OPPIACEI;49
2023;190;SICILIA;205;ASP MESSINA;S01                    ;OPPIACEI;
2023;190;SICILIA;205;ASP MESSINA;S02                    ;OPPIACEI;3
2023;190;SICILIA;205;ASP MESSINA;S03                    ;OPPIACEI;5
2023;190;SICILIA;205;ASP MESSINA;S05                    ;OPPIACEI;1
2023;190;SICILIA;205;ASP MESSINA;S07                    ;OPPIACEI;2
2023;190;SICILIA;206;ASP PALERMO;S01                    ;OPPIACEI;7
2023;190;SICILIA;206;ASP PALERMO;S02                    ;OPPIACEI;7
2023;190;SICILIA;206;ASP PALERMO;S04                    ;OPPIACEI;
2023;190;SICILIA;206;ASP PALERMO;S05                    ;OPPIACEI;2
2023;190;SICILIA;206;ASP PALERMO;S06                    ;OPPIACEI;9
2023;190;SICILIA;206;ASP PALERMO;S07                    ;OPPIACEI;49
